index,words,todi,words_ocr,todi_ocr,sound_file,image_file,type,page_title,exercise_id,sound_url,image_url,page_url,words_sep,todi_sep
233-1, Om 's te kijken hoe 't er in de natuur uitziet al die sneeuw ,%H    H*    L* H*L  L*H  H%,,,resynthesized/233-1.wav,resynthesized/233-1.png,synthetic,,ex3a1_3,https://todi.cls.ru.nl/PraatResynthese/2083231.wav,https://todi.cls.ru.nl/PraatResynthese/2083231.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=233=%H%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20---%20+%20L*%20+%20H*L%20+%20---%20+%20L*H%20+%20---%20+%20H%,|Om 's|te|kijken|hoe 't|er|in|de|natuur|uitziet|al|die|sneeuw|,%H||||H*||||L*|H*L||L*H||H%
233-2, Om 's te kijken hoe 't er in de natuur uitziet al die sneeuw ,%HL H*L   L*H L*H  L*  !H*L L*H   L%,,,resynthesized/233-2.wav,resynthesized/233-2.png,synthetic,,ex3a1_3,https://todi.cls.ru.nl/PraatResynthese/2083232.wav,https://todi.cls.ru.nl/PraatResynthese/2083232.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=233=%HL%20+%20H*L%20+%20---%20+%20---%20+%20L*H%20+%20L*H%20+%20---%20+%20L*%20+%20---%20+%20!H*L%20+%20L*H%20+%20---%20+%20---%20+%20L%,|Om 's|te|kijken|hoe 't|er|in|de|natuur|uitziet|al|die|sneeuw|,%HL|H*L|||L*H|L*H||L*||!H*L|L*H|||L%
233-3, Om 's te kijken hoe 't er in de natuur uitziet al die sneeuw ,%H L*H L*  H*  H*L       L%,,,resynthesized/233-3.wav,resynthesized/233-3.png,synthetic,,ex3a1_3,https://todi.cls.ru.nl/PraatResynthese/2083234.wav,https://todi.cls.ru.nl/PraatResynthese/2083234.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=233=%H%20+%20L*H%20+%20L*%20+%20---%20+%20H*%20+%20---%20+%20H*L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|Om 's|te|kijken|hoe 't|er|in|de|natuur|uitziet|al|die|sneeuw|,%H|L*H|L*||H*||H*L|||||||L%
233-4, Om 's te kijken hoe 't er in de natuur uitziet al die sneeuw ,%L L*H L*  H*!H         H%,,,resynthesized/233-4.wav,resynthesized/233-4.png,synthetic,,ex3a1_3,https://todi.cls.ru.nl/PraatResynthese/2083236.wav,https://todi.cls.ru.nl/PraatResynthese/2083236.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=233=%L%20+%20L*H%20+%20L*%20+%20---%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H%,|Om 's|te|kijken|hoe 't|er|in|de|natuur|uitziet|al|die|sneeuw|,%L|L*H|L*||H*!H|||||||||H%
3a1-4-0, We kunnen wel ophouden ,%H H*   !H*L L%,,,resynthesized/3a1-4-0.wav,resynthesized/3a1-4-0.png,synthetic,,ex3a1_4,https://todi.cls.ru.nl/PraatResynthese/2083237.wav,https://todi.cls.ru.nl/PraatResynthese/2083237.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-4=%H%20+%20H*%20+%20---%20+%20---%20+%20!H*L%20+%20L%,|We|kunnen|wel|ophouden|,%H|H*|||!H*L|L%
3a1-4-1, We kunnen wel ophouden ,%H    H* L%,,,resynthesized/3a1-4-1.wav,resynthesized/3a1-4-1.png,synthetic,,ex3a1_4,https://todi.cls.ru.nl/PraatResynthese/2083239.wav,https://todi.cls.ru.nl/PraatResynthese/2083239.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-4=%H%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20L%,|We|kunnen|wel|ophouden|,%H||||H*|L%
3a1-4-2, We kunnen wel ophouden ,%H L*H H*L   L%,,,resynthesized/3a1-4-2.wav,resynthesized/3a1-4-2.png,synthetic,,ex3a1_4,https://todi.cls.ru.nl/PraatResynthese/2083241.wav,https://todi.cls.ru.nl/PraatResynthese/2083241.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-4=%H%20+%20L*H%20+%20H*L%20+%20---%20+%20---%20+%20L%,|We|kunnen|wel|ophouden|,%H|L*H|H*L|||L%
3a1-4-3, We kunnen wel ophouden ,%L L*  L*H  %,,,resynthesized/3a1-4-3.wav,resynthesized/3a1-4-3.png,synthetic,,ex3a1_4,https://todi.cls.ru.nl/PraatResynthese/2083242.wav,https://todi.cls.ru.nl/PraatResynthese/2083242.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-4=%L%20+%20L*%20+%20---%20+%20L*H%20+%20---%20+%20%,|We|kunnen|wel|ophouden|,%L|L*||L*H||%
3a1-4-4, We kunnen wel ophouden ,%L L*  H*!H  L%,,,resynthesized/3a1-4-4.wav,resynthesized/3a1-4-4.png,synthetic,,ex3a1_4,https://todi.cls.ru.nl/PraatResynthese/2083244.wav,https://todi.cls.ru.nl/PraatResynthese/2083244.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-4=%L%20+%20L*%20+%20---%20+%20H*!H%20+%20---%20+%20L%,|We|kunnen|wel|ophouden|,%L|L*||H*!H||L%
3a1-5-0, Ze hebben weer eens sneeuw op de rails gevonden ,%L    H*!H      %,,,resynthesized/3a1-5-0.wav,resynthesized/3a1-5-0.png,synthetic,,ex3a1_5,https://todi.cls.ru.nl/PraatResynthese/2083245.wav,https://todi.cls.ru.nl/PraatResynthese/2083245.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-5=%L%20+%20---%20+%20---%20+%20---%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20%,|Ze|hebben|weer|eens|sneeuw|op|de|rails|gevonden|,%L||||H*!H||||||%
3a1-5-1, Ze hebben weer eens sneeuw op de rails gevonden ,%H  L*H  L*H   L*H H*L  L%,,,resynthesized/3a1-5-1.wav,resynthesized/3a1-5-1.png,synthetic,,ex3a1_5,https://todi.cls.ru.nl/PraatResynthese/2083247.wav,https://todi.cls.ru.nl/PraatResynthese/2083247.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-5=%H%20+%20---%20+%20L*H%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20L*H%20+%20H*L%20+%20---%20+%20L%,|Ze|hebben|weer|eens|sneeuw|op|de|rails|gevonden|,%H||L*H||L*H|||L*H|H*L||L%
3a1-5-2, Ze hebben weer eens sneeuw op de rails gevonden ,%H   L*H     L*  L%,,,resynthesized/3a1-5-2.wav,resynthesized/3a1-5-2.png,synthetic,,ex3a1_5,https://todi.cls.ru.nl/PraatResynthese/2083249.wav,https://todi.cls.ru.nl/PraatResynthese/2083249.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-5=%H%20+%20---%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*%20+%20---%20+%20L%,|Ze|hebben|weer|eens|sneeuw|op|de|rails|gevonden|,%H|||L*H|||||L*||L%
3a1-5-3, Ze hebben weer eens sneeuw op de rails gevonden ,%H  L*HL H*!H       %,,,resynthesized/3a1-5-3.wav,resynthesized/3a1-5-3.png,synthetic,,ex3a1_5,https://todi.cls.ru.nl/PraatResynthese/2083250.wav,https://todi.cls.ru.nl/PraatResynthese/2083250.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-5=%H%20+%20---%20+%20L*HL%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20%,|Ze|hebben|weer|eens|sneeuw|op|de|rails|gevonden|,%H||L*HL|H*!H|||||||%
3a1-5-4, Ze hebben weer eens sneeuw op de rails gevonden ,%H   L* H*LH H*L L* L*H !H*  L%,,,,,synthetic,,ex3a1_5,https://todi.cls.ru.nl/PraatResynthese/2083252.wav,https://todi.cls.ru.nl/PraatResynthese/2083252.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-5=%H%20+%20---%20+%20---%20+%20L*%20+%20H*LH%20+%20H*L%20+%20L*%20+%20L*H%20+%20!H*%20+%20---%20+%20L%,|Ze|hebben|weer|eens|sneeuw|op|de|rails|gevonden|,%H|||L*|H*LH|H*L|L*|L*H|!H*||L%
3a1-6-0, De partij weet wat ze doet ,%L      L*H H%,,,resynthesized/3a1-6-0.wav,resynthesized/3a1-6-0.png,synthetic,,ex3a1_6,https://todi.cls.ru.nl/PraatResynthese/2083253.wav,https://todi.cls.ru.nl/PraatResynthese/2083253.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-6=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*H%20+%20H%,|De|partij|weet|wat|ze|doet|,%L||||||L*H|H%
3a1-6-1, De partij weet wat ze doet ,%H   H*   L*H L%,,,resynthesized/3a1-6-1.wav,resynthesized/3a1-6-1.png,synthetic,,ex3a1_6,https://todi.cls.ru.nl/PraatResynthese/2083255.wav,https://todi.cls.ru.nl/PraatResynthese/2083255.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-6=%H%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20L*H%20+%20L%,|De|partij|weet|wat|ze|doet|,%H|||H*|||L*H|L%
3a1-6-2, De partij weet wat ze doet ,%H    H*LH H*  %,,,resynthesized/3a1-6-2.wav,resynthesized/3a1-6-2.png,synthetic,,ex3a1_6,https://todi.cls.ru.nl/PraatResynthese/2083256.wav,https://todi.cls.ru.nl/PraatResynthese/2083256.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-6=%H%20+%20---%20+%20---%20+%20---%20+%20H*LH%20+%20H*%20+%20---%20+%20%,|De|partij|weet|wat|ze|doet|,%H||||H*LH|H*||%
3a1-6-3, De partij weet wat ze doet ,%L      H* L%,,,resynthesized/3a1-6-3.wav,resynthesized/3a1-6-3.png,synthetic,,ex3a1_6,https://todi.cls.ru.nl/PraatResynthese/2083258.wav,https://todi.cls.ru.nl/PraatResynthese/2083258.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-6=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20L%,|De|partij|weet|wat|ze|doet|,%L||||||H*|L%
3a1-6-4, De partij weet wat ze doet ,%H   H*   !H* %,,,resynthesized/3a1-6-4.wav,resynthesized/3a1-6-4.png,synthetic,,ex3a1_6,https://todi.cls.ru.nl/PraatResynthese/2083259.wav,https://todi.cls.ru.nl/PraatResynthese/2083259.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-6=%H%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20!H*%20+%20%,|De|partij|weet|wat|ze|doet|,%H|||H*|||!H*|%
3a1-7-0, Van oude mensen   en dingen die voorbij gaan ,%H L* H*LH  H% %H     L*H %,,,,,synthetic,,ex3a1_7,https://todi.cls.ru.nl/PraatResynthese/2083301.wav,https://todi.cls.ru.nl/PraatResynthese/2083301.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-7=%H%20+%20L*%20+%20H*LH%20+%20---%20+%20H%%20+%20%H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*H%20+%20%,|Van|oude|mensen|||en|dingen|die|voorbij|gaan|,%H|L*|H*LH||H%|%H|||||L*H|%
3a1-7-1, Van oude mensen   en dingen die voorbij gaan ,%HL   H*!H % %HL      L%,,,resynthesized/3a1-7-1.wav,resynthesized/3a1-7-1.png,synthetic,,ex3a1_7,https://todi.cls.ru.nl/PraatResynthese/2083302.wav,https://todi.cls.ru.nl/PraatResynthese/2083302.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-7=%HL%20+%20---%20+%20---%20+%20H*!H%20+%20%%20+%20%HL%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|Van|oude|mensen|||en|dingen|die|voorbij|gaan|,%HL|||H*!H|%|%HL||||||L%
3a1-7-2, Van oude mensen   en dingen die voorbij gaan ,%H  L*H  % %HL H*L !H*!H    L%,,,resynthesized/3a1-7-2.wav,resynthesized/3a1-7-2.png,synthetic,,ex3a1_7,https://todi.cls.ru.nl/PraatResynthese/2083304.wav,https://todi.cls.ru.nl/PraatResynthese/2083304.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-7=%H%20+%20---%20+%20L*H%20+%20---%20+%20%%20+%20%HL%20+%20H*L%20+%20!H*!H%20+%20---%20+%20---%20+%20---%20+%20L%,|Van|oude|mensen|||en|dingen|die|voorbij|gaan|,%H||L*H||%|%HL|H*L|!H*!H||||L%
3a1-7-3, Van oude mensen   en dingen die voorbij gaan ,%H    % %H H* L*  H*!H  L%,,,resynthesized/3a1-7-3.wav,resynthesized/3a1-7-3.png,synthetic,,ex3a1_7,https://todi.cls.ru.nl/PraatResynthese/2083305.wav,https://todi.cls.ru.nl/PraatResynthese/2083305.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-7=%H%20+%20---%20+%20---%20+%20---%20+%20%%20+%20%H%20+%20H*%20+%20L*%20+%20---%20+%20H*!H%20+%20---%20+%20L%,|Van|oude|mensen|||en|dingen|die|voorbij|gaan|,%H||||%|%H|H*|L*||H*!H||L%
3a1-7-4, Van oude mensen   en dingen die voorbij gaan ,%H  H*L  H% %H      L%,,,resynthesized/3a1-7-4.wav,resynthesized/3a1-7-4.png,synthetic,,ex3a1_7,https://todi.cls.ru.nl/PraatResynthese/2083307.wav,https://todi.cls.ru.nl/PraatResynthese/2083307.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-7=%H%20+%20---%20+%20H*L%20+%20---%20+%20H%%20+%20%H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|Van|oude|mensen|||en|dingen|die|voorbij|gaan|,%H||H*L||H%|%H||||||L%
3a1-8-0, De groentetuin is leeggevreten ,%L    H* %,,,resynthesized/3a1-8-0.wav,resynthesized/3a1-8-0.png,synthetic,,ex3a1_8,https://todi.cls.ru.nl/PraatResynthese/2083309.wav,https://todi.cls.ru.nl/PraatResynthese/2083309.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-8=%L%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20%,|De|groentetuin|is|leeggevreten|,%L||||H*|%
3a1-8-1, De groentetuin is leeggevreten ,%H H* L*HL L*H  L%,,,resynthesized/3a1-8-1.wav,resynthesized/3a1-8-1.png,synthetic,,ex3a1_8,https://todi.cls.ru.nl/PraatResynthese/2083310.wav,https://todi.cls.ru.nl/PraatResynthese/2083310.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-8=%H%20+%20H*%20+%20L*HL%20+%20L*H%20+%20---%20+%20L%,|De|groentetuin|is|leeggevreten|,%H|H*|L*HL|L*H||L%
3a1-8-2, De groentetuin is leeggevreten ,%L   L* L* L%,,,resynthesized/3a1-8-2.wav,resynthesized/3a1-8-2.png,synthetic,,ex3a1_8,https://todi.cls.ru.nl/PraatResynthese/2083312.wav,https://todi.cls.ru.nl/PraatResynthese/2083312.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-8=%L%20+%20---%20+%20---%20+%20L*%20+%20L*%20+%20L%,|De|groentetuin|is|leeggevreten|,%L|||L*|L*|L%
3a1-8-3, De groentetuin is leeggevreten ,%H L*    L%,,,resynthesized/3a1-8-3.wav,resynthesized/3a1-8-3.png,synthetic,,ex3a1_8,https://todi.cls.ru.nl/PraatResynthese/2083313.wav,https://todi.cls.ru.nl/PraatResynthese/2083313.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-8=%H%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20L%,|De|groentetuin|is|leeggevreten|,%H|L*||||L%
3a1-8-4, De groentetuin is leeggevreten ,%HL  L*H   L%,,,resynthesized/3a1-8-4.wav,resynthesized/3a1-8-4.png,synthetic,,ex3a1_8,https://todi.cls.ru.nl/PraatResynthese/2083315.wav,https://todi.cls.ru.nl/PraatResynthese/2083315.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-8=%HL%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20L%,|De|groentetuin|is|leeggevreten|,%HL||L*H|||L%
3a1-9-0, De partij weet wat ze doet ,%L      H* L%,,,resynthesized/3a1-9-0.wav,resynthesized/3a1-9-0.png,synthetic,,ex3a1_9,https://todi.cls.ru.nl/PraatResynthese/2083317.wav,https://todi.cls.ru.nl/PraatResynthese/2083317.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-9=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20L%,|De|partij|weet|wat|ze|doet|,%L||||||H*|L%
3a1-9-1, De partij weet wat ze doet ,%H  H*L  H*L   %,,,resynthesized/3a1-9-1.wav,resynthesized/3a1-9-1.png,synthetic,,ex3a1_9,https://todi.cls.ru.nl/PraatResynthese/2083318.wav,https://todi.cls.ru.nl/PraatResynthese/2083318.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-9=%H%20+%20---%20+%20H*L%20+%20---%20+%20H*L%20+%20---%20+%20---%20+%20%,|De|partij|weet|wat|ze|doet|,%H||H*L||H*L|||%
3a1-9-2, De partij weet wat ze doet ,%L H*LH !H*LH H* L*   %,,,resynthesized/3a1-9-2.wav,resynthesized/3a1-9-2.png,synthetic,,ex3a1_9,https://todi.cls.ru.nl/PraatResynthese/2083320.wav,https://todi.cls.ru.nl/PraatResynthese/2083320.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-9=%L%20+%20H*LH%20+%20!H*LH%20+%20H*%20+%20L*%20+%20---%20+%20---%20+%20%,|De|partij|weet|wat|ze|doet|,%L|H*LH|!H*LH|H*|L*|||%
3a1-9-3, De partij weet wat ze doet ,%L    L* H*LH  H%,,,resynthesized/3a1-9-3.wav,resynthesized/3a1-9-3.png,synthetic,,ex3a1_9,https://todi.cls.ru.nl/PraatResynthese/2083322.wav,https://todi.cls.ru.nl/PraatResynthese/2083322.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-9=%L%20+%20---%20+%20---%20+%20---%20+%20L*%20+%20H*LH%20+%20---%20+%20H%,|De|partij|weet|wat|ze|doet|,%L||||L*|H*LH||H%
3a1-9-4, De partij weet wat ze doet ,%H H*  L* L*HL L* L* %,,,resynthesized/3a1-9-4.wav,resynthesized/3a1-9-4.png,synthetic,,ex3a1_9,https://todi.cls.ru.nl/PraatResynthese/2083323.wav,https://todi.cls.ru.nl/PraatResynthese/2083323.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-9=%H%20+%20H*%20+%20---%20+%20L*%20+%20L*HL%20+%20L*%20+%20L*%20+%20%,|De|partij|weet|wat|ze|doet|,%H|H*||L*|L*HL|L*|L*|%
3a1-10-0, De beste stuurlui staan aan wal ,%HL     H*  H%,,,resynthesized/3a1-10-0.wav,resynthesized/3a1-10-0.png,synthetic,,ex3a1_10,https://todi.cls.ru.nl/PraatResynthese/2083325.wav,https://todi.cls.ru.nl/PraatResynthese/2083325.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-10=%HL%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20H%,|De|beste|stuurlui|staan|aan|wal|,%HL|||||H*||H%
3a1-10-1, De beste stuurlui staan aan wal ,%H L* L*    H* H%,,,resynthesized/3a1-10-1.wav,resynthesized/3a1-10-1.png,synthetic,,ex3a1_10,https://todi.cls.ru.nl/PraatResynthese/2083326.wav,https://todi.cls.ru.nl/PraatResynthese/2083326.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-10=%H%20+%20L*%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20H%,|De|beste|stuurlui|staan|aan|wal|,%H|L*|L*||||H*|H%
3a1-10-2, De beste stuurlui staan aan wal ,%H  L*H     L%,,,resynthesized/3a1-10-2.wav,resynthesized/3a1-10-2.png,synthetic,,ex3a1_10,https://todi.cls.ru.nl/PraatResynthese/2083328.wav,https://todi.cls.ru.nl/PraatResynthese/2083328.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-10=%H%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|De|beste|stuurlui|staan|aan|wal|,%H||L*H|||||L%
3a1-10-3, De beste stuurlui staan aan wal ,%H L*H L*     %,,,resynthesized/3a1-10-3.wav,resynthesized/3a1-10-3.png,synthetic,,ex3a1_10,https://todi.cls.ru.nl/PraatResynthese/2083330.wav,https://todi.cls.ru.nl/PraatResynthese/2083330.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-10=%H%20+%20L*H%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20---%20+%20%,|De|beste|stuurlui|staan|aan|wal|,%H|L*H|L*|||||%
3a1-10-4, De beste stuurlui staan aan wal ,%L  H*    !H*LH H%,,,resynthesized/3a1-10-4.wav,resynthesized/3a1-10-4.png,synthetic,,ex3a1_10,https://todi.cls.ru.nl/PraatResynthese/2083331.wav,https://todi.cls.ru.nl/PraatResynthese/2083331.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-10=%L%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20---%20+%20!H*LH%20+%20H%,|De|beste|stuurlui|staan|aan|wal|,%L||H*||||!H*LH|H%
3a1-11-0, Je moet er niet steeds een slaatje uit willen slaan ,%L H*LH  H*LH !H* H* !H*LH   L*  H%,,,resynthesized/3a1-11-0.wav,resynthesized/3a1-11-0.png,synthetic,,ex3a1_11,https://todi.cls.ru.nl/PraatResynthese/2083333.wav,https://todi.cls.ru.nl/PraatResynthese/2083333.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-11=%L%20+%20H*LH%20+%20---%20+%20H*LH%20+%20!H*%20+%20H*%20+%20!H*LH%20+%20---%20+%20---%20+%20L*%20+%20---%20+%20H%,|Je|moet|er|niet|steeds|een|slaatje|uit|willen|slaan|,%L|H*LH||H*LH|!H*|H*|!H*LH|||L*||H%
3a1-11-1, Je moet er niet steeds een slaatje uit willen slaan ,%HL      H*LH     H%,,,resynthesized/3a1-11-1.wav,resynthesized/3a1-11-1.png,synthetic,,ex3a1_11,https://todi.cls.ru.nl/PraatResynthese/2083334.wav,https://todi.cls.ru.nl/PraatResynthese/2083334.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-11=%HL%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*LH%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H%,|Je|moet|er|niet|steeds|een|slaatje|uit|willen|slaan|,%HL||||||H*LH|||||H%
3a1-11-2, Je moet er niet steeds een slaatje uit willen slaan ,%H  H* !H*L H*L    H*!H   H%,,,resynthesized/3a1-11-2.wav,resynthesized/3a1-11-2.png,synthetic,,ex3a1_11,https://todi.cls.ru.nl/PraatResynthese/2083336.wav,https://todi.cls.ru.nl/PraatResynthese/2083336.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-11=%H%20+%20---%20+%20H*%20+%20!H*L%20+%20H*L%20+%20---%20+%20---%20+%20---%20+%20H*!H%20+%20---%20+%20---%20+%20H%,|Je|moet|er|niet|steeds|een|slaatje|uit|willen|slaan|,%H||H*|!H*L|H*L||||H*!H|||H%
3a1-11-3, Je moet er niet steeds een slaatje uit willen slaan ,%L         L*  L%,,,resynthesized/3a1-11-3.wav,resynthesized/3a1-11-3.png,synthetic,,ex3a1_11,https://todi.cls.ru.nl/PraatResynthese/2083338.wav,https://todi.cls.ru.nl/PraatResynthese/2083338.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-11=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*%20+%20---%20+%20L%,|Je|moet|er|niet|steeds|een|slaatje|uit|willen|slaan|,%L|||||||||L*||L%
3a1-11-4, Je moet er niet steeds een slaatje uit willen slaan ,%HL    H*   L*    %,,,resynthesized/3a1-11-4.wav,resynthesized/3a1-11-4.png,synthetic,,ex3a1_11,https://todi.cls.ru.nl/PraatResynthese/2083339.wav,https://todi.cls.ru.nl/PraatResynthese/2083339.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-11=%HL%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20%,|Je|moet|er|niet|steeds|een|slaatje|uit|willen|slaan|,%HL||||H*|||L*||||%
3a1-12-0, Bedenk jij nou maar 's een paar zinnetjes ,%L  L*H   L*HL H*  H%,,,resynthesized/3a1-12-0.wav,resynthesized/3a1-12-0.png,synthetic,,ex3a1_12,https://todi.cls.ru.nl/PraatResynthese/2083341.wav,https://todi.cls.ru.nl/PraatResynthese/2083341.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-12=%L%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20L*HL%20+%20H*%20+%20---%20+%20H%,|Bedenk|jij|nou|maar 's|een|paar|zinnetjes|,%L||L*H|||L*HL|H*||H%
3a1-12-1, Bedenk jij nou maar 's een paar zinnetjes ,%L      H*  H%,,,resynthesized/3a1-12-1.wav,resynthesized/3a1-12-1.png,synthetic,,ex3a1_12,https://todi.cls.ru.nl/PraatResynthese/2083343.wav,https://todi.cls.ru.nl/PraatResynthese/2083343.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-12=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20H%,|Bedenk|jij|nou|maar 's|een|paar|zinnetjes|,%L||||||H*||H%
3a1-12-2, Bedenk jij nou maar 's een paar zinnetjes ,%H       L*H H%,,,resynthesized/3a1-12-2.wav,resynthesized/3a1-12-2.png,synthetic,,ex3a1_12,https://todi.cls.ru.nl/PraatResynthese/2083344.wav,https://todi.cls.ru.nl/PraatResynthese/2083344.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-12=%H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*H%20+%20H%,|Bedenk|jij|nou|maar 's|een|paar|zinnetjes|,%H|||||||L*H|H%
3a1-12-3, Bedenk jij nou maar 's een paar zinnetjes ,%L       H* L%,,,resynthesized/3a1-12-3.wav,resynthesized/3a1-12-3.png,synthetic,,ex3a1_12,https://todi.cls.ru.nl/PraatResynthese/2083346.wav,https://todi.cls.ru.nl/PraatResynthese/2083346.png,https://todi.cls.ru.nl/cgi-bin/synthese3a1.pl?var=set&todi=3a1-12=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20L%,|Bedenk|jij|nou|maar 's|een|paar|zinnetjes|,%L|||||||H*|L%
